beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B01890,35,Semi-Urban,Auto Driver,14471.0,0,23,19,1,4,1084,1,171.99348584529636,Low
B01891,45,Rural,Street Vendor,11121.0,0,23,35,1,2,4693,1,208.32451424781135,Low
B01892,56,Rural,Auto Driver,18876.0,1,14,22,0,1,3262,1,137.99226268928945,Medium
B01893,31,Urban,Auto Driver,18613.899999999998,1,24,39,0,1,2215,0,216.28608598463566,Low
B01894,35,Semi-Urban,Street Vendor,13299.0,0,11,38,1,4,2691,1,155.66116143618228,Low
B01895,24,Semi-Urban,Agriculture,10883.0,1,24,7,0,5,6339,1,130.6686706421606,Medium
B01896,41,Semi-Urban,Tailor,16142.0,1,2,39,0,2,4664,1,111.67767751636586,Medium
B01897,33,Urban,Daily Wage Worker,11307.949999999999,0,19,20,0,5,5434,0,120.1189722222978,Medium
B01898,42,Semi-Urban,Tailor,14472.0,1,2,32,0,1,3060,0,99.3411708733124,High
B01899,39,Rural,Delivery Worker,19826.0,0,17,2,1,5,5588,0,113.07704154217194,Medium
B01900,54,Urban,Garment Manufacturer,32326.499999999996,1,23,15,1,5,5652,1,194.1871712987663,Low
B01901,34,Semi-Urban,Small Retail Shop,18609.0,0,8,10,1,4,3849,1,90.68305747433955,High
B01902,24,Rural,Milk Vendor,14488.0,0,5,21,0,1,4765,1,76.13843744505934,High
B01903,47,Rural,Street Vendor,13246.0,1,11,15,1,3,6230,1,128.0846622246244,Medium
B01904,49,Rural,Tailor,15900.0,0,20,34,0,2,4114,1,167.61018298102442,Low
B01905,48,Urban,Agriculture,15458.3,1,1,35,0,4,4516,0,91.33254565845128,High
B01906,55,Rural,Tailor,12687.0,0,20,5,0,4,3946,1,99.63781369985655,High
B01907,28,Urban,Delivery Worker,18581.699999999997,0,16,19,0,3,3394,1,118.21754822276401,Medium
B01908,36,Urban,Garment Manufacturer,31856.149999999998,1,5,7,0,4,4475,1,70.06767990433227,High
B01909,56,Semi-Urban,Auto Driver,14402.0,1,16,36,1,1,5213,1,200.62008085817422,Low
B01910,50,Semi-Urban,Handloom Weaver,15235.0,0,24,18,0,4,3302,0,145.8473470561177,Medium
B01911,38,Rural,Small Retail Shop,20302.0,1,5,6,0,4,1404,1,56.28762029881797,High
B01912,22,Rural,Tailor,15928.0,0,10,4,1,3,5141,0,89.38031138542341,High
B01913,33,Rural,Agriculture,11113.0,1,9,5,1,2,3548,0,100.07935302850316,High
B01914,24,Semi-Urban,Daily Wage Worker,11679.0,2,22,14,0,2,5592,1,162.012095184939,Low
B01915,46,Rural,Tailor,15678.0,0,24,33,1,5,2911,1,202.69291508897305,Low
B01916,45,Rural,Agriculture,14496.0,1,19,21,1,1,5217,1,184.29693299982057,Low
B01917,50,Rural,Auto Driver,18882.0,2,3,13,0,3,1897,0,78.0450142345906,High
B01918,31,Urban,Agriculture,14489.999999999998,1,9,2,1,2,5806,0,97.36050422265019,High
B01919,27,Rural,Agriculture,13593.0,2,22,15,0,3,4273,0,162.65866540539167,Low
B01920,51,Urban,Garment Manufacturer,29538.899999999998,2,20,16,1,5,5071,1,194.88194839526352,Low
B01921,30,Rural,Garment Manufacturer,25600.0,1,8,35,0,2,2024,1,140.00033307555884,Medium
B01922,59,Semi-Urban,Tailor,13379.0,1,4,20,0,3,1591,0,76.42948469022195,High
B01923,33,Rural,Milk Vendor,13541.0,1,11,1,0,1,6787,0,76.66348491969806,High
B01924,51,Semi-Urban,Garment Manufacturer,26363.0,2,4,3,1,1,4951,0,106.95711292406594,Medium
B01925,27,Semi-Urban,Handloom Weaver,17811.0,0,12,17,0,5,5796,1,88.52440717605653,High
B01926,56,Rural,Handloom Weaver,14023.0,0,23,17,1,2,4411,0,175.20863858850228,Low
B01927,40,Semi-Urban,Small Retail Shop,20784.0,1,7,20,1,2,6529,0,130.49612171804995,Medium
B01928,24,Semi-Urban,Street Vendor,12049.0,0,8,20,1,1,6117,1,115.42633359064567,Medium
B01929,27,Semi-Urban,Auto Driver,18921.0,0,10,4,0,5,3024,0,55.319746685227415,High
B01930,21,Semi-Urban,Milk Vendor,13286.0,0,23,11,0,4,4198,0,125.05146500358127,Medium
B01931,33,Rural,Handloom Weaver,14170.0,1,24,15,0,1,3174,1,163.77526442717502,Low
B01932,42,Semi-Urban,Delivery Worker,16364.0,1,13,27,1,1,4201,0,170.77529271507254,Low
B01933,41,Urban,Handloom Weaver,20116.949999999997,1,24,24,0,3,3761,1,181.41064651348245,Low
B01934,42,Urban,Agriculture,16225.349999999999,2,14,20,1,5,4162,0,161.83319996885243,Low
B01935,48,Urban,Auto Driver,21798.25,1,16,15,0,4,2399,0,124.89749032637944,Medium
B01936,29,Rural,Small Retail Shop,18311.0,1,7,6,1,5,1020,0,89.55573381434418,High
B01937,46,Semi-Urban,Tailor,14523.0,0,16,18,0,5,4126,1,105.71569259779974,Medium
B01938,29,Semi-Urban,Handloom Weaver,13263.0,0,17,22,1,1,1911,0,160.63733482201974,Low
B01939,35,Rural,Street Vendor,11020.0,0,20,21,1,1,2060,0,170.25670964881826,Low
B01940,30,Semi-Urban,Small Retail Shop,19196.0,2,19,24,1,1,5012,1,209.60079878126052,Low
B01941,44,Semi-Urban,Handloom Weaver,16133.0,1,12,17,1,3,6205,1,138.71203733366204,Medium
B01942,28,Rural,Milk Vendor,13130.0,1,9,11,1,4,2318,0,107.62856189078748,Medium
B01943,44,Rural,Milk Vendor,14889.0,1,8,18,1,4,1680,1,118.57005563940785,Medium
B01944,36,Semi-Urban,Small Retail Shop,18289.0,2,9,35,1,5,5656,1,171.92026319363998,Low
B01945,46,Rural,Tailor,12207.0,0,5,31,1,1,5048,1,123.7005458360374,Medium
B01946,47,Rural,Delivery Worker,18678.0,0,21,28,1,5,1656,0,181.76113545615175,Low
B01947,57,Rural,Delivery Worker,19479.0,1,10,24,1,1,5505,1,154.9641868761665,Low
B01948,24,Rural,Handloom Weaver,14662.0,0,5,36,1,5,4172,0,122.12776741171815,Medium
B01949,44,Urban,Handloom Weaver,16147.15,0,14,24,1,5,3853,0,139.68849656140114,Medium
B01950,39,Rural,Small Retail Shop,20294.0,1,18,33,0,3,2445,1,172.1372613224244,Low
B01951,56,Semi-Urban,Daily Wage Worker,10461.0,0,7,30,1,3,4880,0,121.49391355407631,Medium
B01952,59,Urban,Agriculture,14101.3,1,8,37,0,5,5732,0,122.10807942081829,Medium
B01953,30,Semi-Urban,Agriculture,11728.0,1,5,13,1,1,2129,0,102.48209924520229,High
B01954,45,Rural,Street Vendor,11943.0,1,24,16,1,5,1752,1,180.40025287266968,Low
B01955,38,Semi-Urban,Handloom Weaver,17059.0,0,6,9,1,1,2858,1,89.40238919513081,High
B01956,39,Rural,Street Vendor,12905.0,0,20,13,1,2,6747,0,152.1761525663192,Medium
B01957,56,Rural,Small Retail Shop,22750.0,2,23,7,1,4,2608,1,186.59703930607103,Low
B01958,30,Semi-Urban,Tailor,14310.0,0,24,35,0,5,4392,0,175.32974412800667,Low
B01959,53,Semi-Urban,Auto Driver,14931.0,0,9,26,1,2,3999,1,131.1160211627137,Medium
B01960,25,Semi-Urban,Auto Driver,15113.0,1,21,9,0,5,2426,0,125.84935357698679,Medium
B01961,55,Urban,Handloom Weaver,17237.35,0,9,35,1,3,1013,1,148.0869132377966,Medium
B01962,54,Semi-Urban,Handloom Weaver,14116.0,0,8,24,1,4,5583,1,114.34065234070417,Medium
B01963,53,Semi-Urban,Daily Wage Worker,9227.0,0,17,33,0,5,5209,1,134.33872194374263,Medium
B01964,41,Urban,Small Retail Shop,24275.35,2,24,21,1,3,2787,0,223.95291762664215,Low
B01965,37,Rural,Tailor,15605.0,0,8,22,0,3,4301,1,86.04839223304475,High
B01966,42,Rural,Garment Manufacturer,29533.0,0,23,39,0,2,6185,0,204.16536494288604,Low
B01967,57,Semi-Urban,Small Retail Shop,20669.0,2,1,19,0,3,6574,0,82.98793402140736,High
B01968,35,Semi-Urban,Garment Manufacturer,26130.0,2,22,32,1,2,4749,0,242.32577382070505,Low
B01969,55,Rural,Milk Vendor,13830.0,0,18,5,1,1,3602,0,131.44072644663615,Medium
B01970,48,Rural,Agriculture,9869.0,2,15,12,1,1,5984,1,158.39575984685186,Low
B01971,27,Rural,Handloom Weaver,15490.0,0,22,6,0,1,1765,1,123.3694000459435,Medium
B01972,52,Semi-Urban,Daily Wage Worker,8375.0,1,16,18,0,1,1393,0,128.60160190368728,Medium
B01973,31,Semi-Urban,Handloom Weaver,16290.0,0,2,7,1,5,4416,0,52.182503040579014,High
B01974,30,Urban,Auto Driver,17031.5,0,13,19,0,2,5732,1,107.08710806288983,Medium
B01975,29,Semi-Urban,Handloom Weaver,14533.0,0,2,15,1,1,4605,1,80.85364334740449,High
B01976,34,Semi-Urban,Auto Driver,14409.0,0,14,9,1,3,6695,0,115.43649797871257,Medium
B01977,33,Rural,Street Vendor,12098.0,2,7,20,0,2,5199,1,107.0353709262361,Medium
B01978,45,Rural,Handloom Weaver,17488.0,1,11,20,0,5,3553,1,104.62015112099319,High
B01979,22,Rural,Small Retail Shop,20894.0,2,15,4,0,1,2580,1,123.45338259039325,Medium
B01980,55,Semi-Urban,Garment Manufacturer,29921.0,2,17,10,0,2,5581,0,149.5201034262507,Medium
B01981,27,Rural,Small Retail Shop,20224.0,1,21,1,1,4,2737,0,147.82889066106162,Medium
B01982,41,Semi-Urban,Delivery Worker,15138.0,0,17,35,1,1,5369,0,188.58918228540946,Low
B01983,38,Semi-Urban,Auto Driver,18637.0,1,15,24,1,2,3558,1,172.65639984735176,Low
B01984,23,Rural,Milk Vendor,16327.0,1,16,7,0,1,2006,0,114.57352826072962,Medium
B01985,59,Urban,Delivery Worker,21952.35,0,9,22,0,4,6188,1,92.90887697062792,High
B01986,31,Semi-Urban,Street Vendor,13294.0,0,21,23,1,3,1010,1,173.915415146282,Low
B01987,59,Rural,Small Retail Shop,18072.0,1,21,1,1,3,5890,0,149.9918144058661,Medium
B01988,44,Rural,Milk Vendor,15378.0,0,20,24,1,4,5539,1,170.3180153925118,Low
B01989,39,Semi-Urban,Garment Manufacturer,29530.0,2,19,20,1,2,3467,0,208.29391114637204,Low
B01990,24,Rural,Tailor,15502.0,0,24,32,0,5,5024,1,170.45813634892104,Low
B01991,46,Rural,Daily Wage Worker,10276.0,1,23,31,1,1,6742,0,217.80713699893104,Low
B01992,58,Semi-Urban,Handloom Weaver,13334.0,2,9,33,0,5,6531,0,132.7809743464568,Medium
B01993,52,Urban,Handloom Weaver,19862.8,0,6,36,1,1,6441,1,146.32618425538726,Medium
B01994,59,Rural,Tailor,16872.0,1,1,18,1,5,2542,0,85.16233024091625,High
B01995,56,Urban,Handloom Weaver,19747.8,1,5,37,1,1,5191,0,158.26704397187748,Low
B01996,60,Semi-Urban,Small Retail Shop,21229.0,2,5,33,1,3,2623,1,159.3547228571958,Low
B01997,57,Rural,Tailor,12011.0,0,23,33,1,1,4373,0,208.64085640537144,Low
B01998,53,Semi-Urban,Delivery Worker,19926.0,0,1,5,1,1,4183,0,61.25416951952039,High
B01999,56,Rural,Delivery Worker,15448.0,1,1,18,1,4,5631,0,87.75355371322935,High
B02000,23,Rural,Street Vendor,11426.0,0,22,9,0,4,1053,0,114.55637343632044,Medium
B02001,29,Semi-Urban,Daily Wage Worker,11169.0,0,6,31,1,1,3740,1,127.54878848157486,Medium
B02002,28,Semi-Urban,Agriculture,9946.0,2,9,7,1,1,2591,0,121.37609006529053,Medium
B02003,53,Rural,Tailor,14250.0,1,19,15,1,2,2257,0,168.15731848673687,Low
B02004,26,Urban,Agriculture,14008.15,2,5,4,1,3,4831,0,94.7715674479016,High
B02005,59,Semi-Urban,Handloom Weaver,16407.0,1,21,39,0,1,1197,0,200.7092039496462,Low
B02006,24,Urban,Tailor,14999.449999999999,0,17,8,1,1,6550,1,134.8569000887777,Medium
B02007,33,Rural,Daily Wage Worker,11018.0,1,22,24,0,3,5355,1,162.7953658373652,Low
B02008,22,Urban,Street Vendor,14127.749999999998,1,20,8,1,2,5274,0,158.85929780303977,Low
B02009,25,Rural,Garment Manufacturer,29109.0,2,12,5,1,4,3278,0,139.16486005162352,Medium
B02010,47,Rural,Delivery Worker,16045.0,2,6,23,1,4,2818,1,135.74597736190458,Medium
B02011,52,Semi-Urban,Auto Driver,18037.0,0,13,34,1,3,3798,1,164.2996304090186,Low
B02012,41,Semi-Urban,Auto Driver,15157.0,1,24,15,0,1,5664,0,165.38401450258993,Low
B02013,28,Semi-Urban,Delivery Worker,16543.0,0,8,19,1,4,5548,0,107.36985427030527,Medium
B02014,58,Rural,Handloom Weaver,13436.0,0,3,25,0,1,5154,0,73.6064548176621,High
B02015,28,Rural,Street Vendor,14514.0,0,11,39,1,5,4368,1,154.68102764253607,Low
B02016,23,Semi-Urban,Street Vendor,15782.0,2,20,4,1,1,2184,1,171.02705597102158,Low
B02017,23,Rural,Garment Manufacturer,28959.0,2,1,8,1,4,1684,1,95.62891084547908,High
B02018,42,Semi-Urban,Handloom Weaver,16636.0,0,14,29,1,1,1866,0,164.15555541598553,Low
B02019,26,Rural,Delivery Worker,19173.0,1,21,13,1,1,5164,1,181.23463880422256,Low
B02020,22,Urban,Garment Manufacturer,31875.699999999997,1,24,38,0,2,4478,1,223.90179142240459,Low
B02021,43,Semi-Urban,Small Retail Shop,21930.0,1,13,36,0,2,2197,0,161.33745167815775,Low
B02022,22,Semi-Urban,Agriculture,10402.0,2,15,37,0,1,4966,0,179.26712187284235,Low
B02023,58,Urban,Auto Driver,21281.899999999998,1,23,31,1,3,2311,0,221.83730556632025,Low
B02024,37,Semi-Urban,Milk Vendor,13143.0,2,21,19,1,3,2587,0,195.65533165556076,Low
B02025,55,Rural,Auto Driver,14677.0,1,8,37,1,3,1884,0,159.4208775175793,Low
B02026,54,Rural,Handloom Weaver,15650.0,0,15,25,1,3,4104,1,153.1493560759252,Medium
B02027,43,Semi-Urban,Daily Wage Worker,12183.0,1,13,37,1,4,5548,1,176.6142575193971,Low
B02028,50,Rural,Auto Driver,17400.0,2,1,1,0,3,4000,1,43.970208457177506,High
B02029,28,Semi-Urban,Tailor,14871.0,0,11,21,1,4,4234,0,122.4278265803452,Medium
B02030,42,Rural,Street Vendor,13687.0,0,20,39,1,3,2769,0,201.22400466076377,Low
B02031,56,Rural,Auto Driver,15416.0,1,15,26,0,1,5328,0,147.28738333089655,Medium
B02032,25,Semi-Urban,Tailor,12491.0,0,21,3,1,3,1110,0,132.70797205374404,Medium
B02033,33,Urban,Agriculture,10925.0,1,4,5,1,1,3533,1,80.42977810461622,High
B02034,49,Semi-Urban,Auto Driver,18767.0,1,6,29,0,1,1725,0,116.01076531158395,Medium
B02035,51,Urban,Small Retail Shop,24980.3,1,12,33,0,2,1502,1,153.79958878520432,Medium
B02036,36,Urban,Auto Driver,16448.449999999997,1,1,2,0,5,4047,1,22.73475197728118,High
B02037,50,Rural,Auto Driver,17772.0,0,10,18,1,5,6175,1,112.103646301373,Medium
B02038,36,Rural,Handloom Weaver,16225.0,0,18,14,0,1,4843,0,122.52946269574304,Medium
B02039,32,Semi-Urban,Milk Vendor,14572.0,2,1,30,0,5,3369,1,92.05879122878373,High
B02040,37,Urban,Small Retail Shop,22742.399999999998,2,7,29,0,5,2373,1,125.68093149740957,Medium
B02041,36,Semi-Urban,Auto Driver,18203.0,0,2,29,0,3,3020,0,75.5476604373538,High
B02042,32,Urban,Auto Driver,17112.0,0,8,19,1,5,1658,0,103.64154385675428,High
B02043,28,Rural,Auto Driver,18698.0,2,1,26,1,5,6694,1,118.5977742691129,Medium
B02044,40,Rural,Tailor,16263.0,1,19,9,0,5,6448,1,117.80418350535047,Medium
B02045,23,Semi-Urban,Agriculture,13873.0,1,6,13,1,2,4204,1,105.34168282937509,High
B02046,36,Rural,Daily Wage Worker,9778.0,0,11,38,0,5,2497,1,118.73530888127632,Medium
B02047,50,Rural,Daily Wage Worker,9213.0,1,19,31,0,3,2926,0,161.49779892550342,Low
B02048,43,Rural,Daily Wage Worker,12263.0,0,10,14,0,4,6633,0,71.7018798187803,High
B02049,48,Rural,Delivery Worker,16362.0,0,16,31,1,2,3893,0,173.54563104919666,Low
B02050,60,Semi-Urban,Daily Wage Worker,10240.0,1,16,15,0,3,4230,0,117.61191519560278,Medium
B02051,25,Urban,Auto Driver,16205.8,0,10,34,1,1,1416,0,155.77348170662808,Low
B02052,40,Urban,Tailor,19099.199999999997,0,18,10,0,3,4623,0,109.61476376383175,Medium
B02053,60,Semi-Urban,Auto Driver,17235.0,0,22,21,0,4,4056,0,144.38678001539967,Medium
B02054,21,Rural,Auto Driver,16764.0,0,18,39,1,2,4198,1,199.39735332091263,Low
B02055,50,Semi-Urban,Street Vendor,13835.0,1,3,25,1,4,6854,1,108.45246858925888,Medium
B02056,41,Rural,Handloom Weaver,16901.0,0,12,37,0,1,6970,0,142.32165333107895,Medium
B02057,40,Rural,Agriculture,13128.0,2,10,20,0,1,1389,1,125.30646262384928,Medium
B02058,26,Rural,Delivery Worker,18509.0,1,16,7,1,1,3855,1,146.69188574476829,Medium
B02059,42,Semi-Urban,Agriculture,11041.0,1,9,18,0,3,4242,0,93.01361422955513,High
B02060,38,Urban,Daily Wage Worker,12247.499999999998,0,18,26,0,3,1877,1,134.80492440920483,Medium
B02061,28,Semi-Urban,Auto Driver,14091.0,0,13,17,0,5,4017,0,89.74388234107877,High
B02062,59,Semi-Urban,Small Retail Shop,22432.0,2,24,7,1,1,4568,0,201.8311169950673,Low
B02063,52,Rural,Milk Vendor,13199.0,0,14,28,0,4,1523,0,118.81579435649415,Medium
B02064,53,Semi-Urban,Milk Vendor,15514.0,0,19,21,1,1,6465,1,169.97420716966855,Low
B02065,36,Semi-Urban,Handloom Weaver,15016.0,2,14,37,1,2,3819,0,205.03903259402142,Low
B02066,32,Rural,Delivery Worker,15977.0,0,2,23,1,3,2138,1,90.64821178090129,High
B02067,58,Rural,Tailor,13258.0,0,11,10,1,1,3874,1,110.17883029406804,Medium
B02068,54,Urban,Handloom Weaver,17224.699999999997,0,8,17,1,5,1048,1,100.70330908926327,High
B02069,34,Semi-Urban,Street Vendor,15129.0,0,3,38,1,1,2796,1,131.6212883238884,Medium
B02070,56,Urban,Auto Driver,19483.3,0,15,1,0,5,1380,0,72.38180483625872,High
B02071,53,Semi-Urban,Garment Manufacturer,26237.0,0,13,11,0,3,5503,1,96.71535863751491,High
B02072,43,Urban,Delivery Worker,17631.8,2,8,33,0,3,2901,1,139.2909755301462,Medium
B02073,22,Rural,Auto Driver,18323.0,0,13,31,1,5,4942,1,151.40844862896674,Medium
B02074,41,Rural,Small Retail Shop,18165.0,2,16,24,1,2,2954,0,191.99782421578723,Low
B02075,22,Rural,Agriculture,14193.0,1,22,20,1,3,2223,1,188.63092593471225,Low
B02076,47,Rural,Tailor,14774.0,0,1,5,1,5,6365,1,42.18374909327728,High
B02077,29,Semi-Urban,Milk Vendor,13946.0,1,2,26,0,3,4638,1,79.57288362244397,High
B02078,21,Semi-Urban,Delivery Worker,19744.0,2,13,7,1,1,3240,1,149.5908653783168,Medium
B02079,31,Semi-Urban,Delivery Worker,18474.0,0,14,27,0,4,5614,1,121.8170454602033,Medium
B02080,23,Rural,Agriculture,12217.0,1,2,18,1,2,1014,0,95.70423797099791,High
B02081,43,Urban,Small Retail Shop,26134.899999999998,2,16,38,1,4,1589,0,221.12810134337911,Low
B02082,46,Rural,Auto Driver,18383.0,2,14,31,1,2,5252,0,197.06101705350716,Low
B02083,24,Rural,Tailor,12064.0,2,7,9,1,1,2649,0,118.78570075277851,Medium
B02084,38,Semi-Urban,Agriculture,10161.0,2,22,2,0,5,3745,0,125.94231268263333,Medium
B02085,26,Semi-Urban,Agriculture,14162.0,2,14,37,0,5,2350,1,163.91899672485184,Low
B02086,55,Rural,Agriculture,9905.0,1,18,29,1,5,6897,1,176.6987365587931,Low
B02087,42,Rural,Delivery Worker,18383.0,1,17,34,1,1,4027,0,204.98105947715658,Low
B02088,35,Semi-Urban,Delivery Worker,19961.0,1,5,15,1,4,6592,1,104.39845501588206,High
B02089,42,Rural,Delivery Worker,17437.0,0,11,9,1,3,1310,0,105.12232263710068,High
B02090,57,Rural,Delivery Worker,18709.0,0,18,16,0,5,6721,1,114.49634902610906,Medium
B02091,32,Semi-Urban,Tailor,15239.0,0,16,2,1,3,4497,1,111.38085293613553,Medium
B02092,58,Rural,Small Retail Shop,20921.0,1,10,1,1,4,3499,0,99.0599402771933,High
B02093,38,Rural,Garment Manufacturer,29138.0,1,6,9,1,3,2548,1,109.06494552445749,Medium
B02094,55,Rural,Tailor,12910.0,0,14,20,1,3,5260,0,136.29865572839864,Medium
B02095,50,Urban,Small Retail Shop,22330.699999999997,0,2,2,0,3,2159,1,25.079628262375927,High
B02096,44,Urban,Auto Driver,21636.1,1,9,1,0,1,6980,1,76.19421235899699,High
B02097,50,Rural,Street Vendor,15309.0,0,13,10,0,4,2626,0,79.8859787709621,High
B02098,34,Rural,Auto Driver,17445.0,1,21,23,0,3,3184,0,162.53257027900753,Low
B02099,26,Rural,Small Retail Shop,18152.0,2,23,19,0,5,4021,0,172.2209287313314,Low
B02100,23,Rural,Agriculture,9804.0,2,20,18,1,5,3684,1,178.51388767720312,Low
B02101,36,Semi-Urban,Garment Manufacturer,27519.0,2,12,24,0,4,4515,1,145.97468181598916,Medium
B02102,27,Semi-Urban,Milk Vendor,14737.0,0,2,22,0,1,2738,1,65.15185905782776,High
B02103,34,Rural,Handloom Weaver,17438.0,0,3,20,0,3,1216,1,60.78629309109329,High
B02104,29,Rural,Delivery Worker,16709.0,1,13,11,1,1,4158,0,139.34056815657718,Medium
B02105,35,Rural,Daily Wage Worker,9057.0,0,21,9,1,4,1905,0,138.1129660625234,Medium
B02106,41,Rural,Milk Vendor,13240.0,0,1,15,1,2,5038,0,70.88532545686743,High
B02107,55,Rural,Milk Vendor,15893.0,1,20,16,1,5,1844,1,165.86798395083844,Low
B02108,22,Semi-Urban,Auto Driver,17837.0,0,4,13,0,3,3965,1,51.47695798748575,High
B02109,47,Semi-Urban,Delivery Worker,19887.0,0,18,6,0,3,1999,0,102.69614148188211,High
B02110,22,Semi-Urban,Street Vendor,11359.0,2,13,25,1,4,3544,0,165.95977997639338,Low
B02111,55,Rural,Small Retail Shop,21277.0,2,6,15,1,4,1695,1,124.49355234398388,Medium
B02112,38,Semi-Urban,Delivery Worker,17774.0,0,6,18,0,1,2197,0,77.64588791336693,High
B02113,34,Rural,Daily Wage Worker,9245.0,0,15,33,0,5,2425,0,125.86952081573709,Medium
B02114,40,Rural,Daily Wage Worker,12838.0,1,18,14,0,1,5680,1,133.47578466792555,Medium
B02115,38,Semi-Urban,Small Retail Shop,18357.0,2,17,34,1,4,2877,0,209.4517634029511,Low
B02116,30,Rural,Milk Vendor,16635.0,1,14,2,1,5,6434,0,111.3775646344934,Medium
B02117,45,Semi-Urban,Delivery Worker,18141.0,0,4,20,0,4,1316,1,62.207237824409226,High
B02118,22,Semi-Urban,Daily Wage Worker,12553.0,0,1,16,1,1,3543,1,76.47083258149063,High
B02119,45,Urban,Small Retail Shop,20925.399999999998,2,8,3,0,1,2459,1,89.47597652290239,High
B02120,53,Urban,Handloom Weaver,16027.55,0,11,30,1,1,6950,1,152.86959996769488,Medium
B02121,56,Rural,Handloom Weaver,16530.0,0,13,23,0,2,6055,0,114.74930942202448,Medium
B02122,51,Urban,Tailor,14247.349999999999,1,17,39,1,1,3379,0,210.53808342095388,Low
B02123,34,Semi-Urban,Delivery Worker,15346.0,0,21,23,0,3,3279,0,146.0638442536483,Medium
B02124,21,Semi-Urban,Garment Manufacturer,25118.0,0,14,3,1,1,4600,0,120.88079912817268,Medium
B02125,36,Rural,Small Retail Shop,19238.0,2,17,13,0,4,2330,1,138.5319437914534,Medium
B02126,23,Urban,Milk Vendor,17210.899999999998,0,20,29,0,1,1439,0,161.81141976524066,Low
B02127,55,Rural,Street Vendor,12708.0,0,24,23,0,4,4916,0,152.74020432690654,Medium
B02128,26,Semi-Urban,Daily Wage Worker,10704.0,2,24,17,1,4,3672,0,198.84224529824124,Low
B02129,45,Rural,Agriculture,14337.0,1,1,21,0,5,3083,0,59.05593208420913,High
B02130,33,Semi-Urban,Delivery Worker,16771.0,1,8,29,0,2,2341,0,119.73859372904158,Medium
B02131,54,Rural,Daily Wage Worker,10077.0,0,19,37,1,4,4089,0,186.22991681654585,Low
B02132,28,Rural,Tailor,15601.0,0,11,5,1,4,2757,1,91.97779947310448,High
B02133,41,Rural,Small Retail Shop,21206.0,2,23,21,0,3,2915,0,186.23273021937152,Low
B02134,54,Rural,Milk Vendor,15490.0,1,10,2,0,1,3614,1,76.40054255713689,High
B02135,24,Rural,Daily Wage Worker,11258.0,1,1,23,1,2,4433,1,100.33364950863626,High
B02136,45,Rural,Agriculture,10850.0,1,5,11,1,2,5474,1,93.75526788868575,High
B02137,35,Semi-Urban,Street Vendor,15101.0,1,16,15,1,5,4497,0,145.3154787227353,Medium
B02138,24,Semi-Urban,Small Retail Shop,18820.0,2,20,23,0,4,2508,1,171.0415835956509,Low
B02139,32,Semi-Urban,Small Retail Shop,20295.0,0,20,7,1,4,5928,1,140.55761119577093,Medium
B02140,52,Rural,Garment Manufacturer,27560.0,2,5,34,0,3,4853,0,138.0671384768762,Medium
B02141,52,Rural,Tailor,12030.0,0,16,38,0,2,5361,0,153.6943902881803,Medium
B02142,48,Rural,Small Retail Shop,19298.0,1,3,6,0,1,3939,0,56.42844399936477,High
B02143,33,Urban,Milk Vendor,15754.999999999998,0,23,16,1,5,4844,1,164.05525342579477,Low
B02144,51,Urban,Small Retail Shop,26269.449999999997,1,2,2,1,5,1917,0,67.05036085855336,High
B02145,34,Rural,Garment Manufacturer,27290.0,0,17,32,1,5,4551,1,180.77427097673467,Low
B02146,40,Rural,Tailor,12204.0,1,22,38,0,5,6626,1,185.66827876128644,Low
B02147,38,Urban,Delivery Worker,20435.5,1,1,28,1,2,6470,1,119.32653079950559,Medium
B02148,49,Urban,Auto Driver,21000.149999999998,1,16,9,0,4,1164,0,112.85892823566029,Medium
B02149,26,Urban,Delivery Worker,17860.649999999998,0,23,25,1,2,3208,1,194.76132582702786,Low
B02150,52,Semi-Urban,Handloom Weaver,15092.0,1,24,26,1,1,4680,1,216.9155838581824,Low
B02151,49,Rural,Garment Manufacturer,25226.0,0,2,26,1,5,6567,0,98.81762054675927,High
B02152,22,Rural,Small Retail Shop,20099.0,1,20,5,0,2,5281,0,128.80907612420174,Medium
